note_id,original_id,bar,voice,staff,ordinal
mn-1-1-1-1,n1,1,1,1,1
mn-1-1-1-2,n2,1,1,1,2
mn-1-1-1-3,n3,1,1,1,3
mn-1-1-1-4,n4,1,1,1,4
mn-1-1-1-5,n5,1,1,1,5
mn-1-1-1-6,n6,1,1,1,6
mn-1-1-1-7,n7,1,1,1,7
mn-1-1-1-8,n8,1,1,1,8
mn-1-1-1-9,n9,1,1,1,9
mn-1-1-1-10,n10,1,1,1,10
mn-1-1-1-11,n11,1,1,1,11
mn-1-1-1-12,n12,1,1,1,12
mn-1-1-1-13,n13,1,1,1,13
mn-1-2-1-1,n14,1,2,1,1
mn-1-2-1-2,n15,1,2,1,2
mn-1-2-1-3,n16,1,2,1,3
mn-1-2-1-4,n17,1,2,1,4
mn-1-2-1-5,n18,1,2,1,5
mn-1-2-1-6,n19,1,2,1,6
mn-1-2-1-7,n20,1,2,1,7
mn-1-5-2-1,n21,1,5,2,1
mn-1-5-2-2,n22,1,5,2,2
mn-1-5-2-3,n23,1,5,2,3
mn-1-5-2-4,n24,1,5,2,4
mn-1-6-2-1,n25,1,6,2,1
mn-2-1-1-1,n26,2,1,1,1
mn-2-1-1-2,n27,2,1,1,2
mn-2-1-1-3,n28,2,1,1,3
mn-2-1-1-4,n29,2,1,1,4
mn-2-1-1-5,n30,2,1,1,5
mn-2-1-1-6,n31,2,1,1,6
mn-2-1-1-7,n32,2,1,1,7
mn-2-1-1-8,n33,2,1,1,8
mn-2-1-1-9,n34,2,1,1,9
mn-2-1-1-10,n35,2,1,1,10
mn-2-2-1-1,n36,2,2,1,1
mn-2-2-1-2,n37,2,2,1,2
mn-2-2-1-3,n38,2,2,1,3
mn-2-2-1-4,n39,2,2,1,4
mn-2-2-1-5,n40,2,2,1,5
mn-2-2-1-6,n41,2,2,1,6
mn-2-2-1-7,n42,2,2,1,7
mn-2-2-1-8,n43,2,2,1,8
mn-2-2-1-9,n44,2,2,1,9
mn-2-2-1-10,n45,2,2,1,10
mn-2-2-1-11,n46,2,2,1,11
mn-2-2-1-12,n47,2,2,1,12
mn-2-2-1-13,n48,2,2,1,13
mn-2-2-1-14,n49,2,2,1,14
mn-2-2-1-15,n50,2,2,1,15
mn-2-2-1-16,n51,2,2,1,16
mn-2-2-1-17,n52,2,2,1,17
mn-2-2-1-18,n53,2,2,1,18
mn-2-2-1-19,n54,2,2,1,19
mn-2-5-2-1,n55,2,5,2,1
mn-2-5-2-2,n56,2,5,2,2
mn-2-5-2-3,n57,2,5,2,3
mn-2-5-2-4,n58,2,5,2,4
mn-2-5-2-5,n59,2,5,2,5
mn-2-5-2-6,n60,2,5,2,6
mn-2-5-2-7,n61,2,5,2,7
mn-2-5-2-8,n62,2,5,2,8
mn-2-5-2-9,n63,2,5,2,9
mn-2-5-2-10,n64,2,5,2,10
mn-2-6-2-1,n65,2,6,2,1
mn-2-6-2-2,n66,2,6,2,2
mn-2-6-2-3,n67,2,6,2,3
mn-3-1-1-1,n68,3,1,1,1
mn-3-1-1-2,r1,3,1,1,2
