note_id,original_id,bar,voice,staff,ordinal
mn-1-1-1-1,n1,1,1,1,1
mn-1-5-2-1,r1,1,5,2,1
mn-1-7-2-1,n2,1,7,2,1
mn-1-7-2-2,n3,1,7,2,2
mn-1-7-2-3,n4,1,7,2,3
mn-1-7-2-4,n5,1,7,2,4
mn-1-7-2-5,n6,1,7,2,5
mn-1-7-2-6,n7,1,7,2,6
mn-1-7-2-7,n8,1,7,2,7
mn-1-7-2-8,n9,1,7,2,8
mn-2-1-1-1,n10,2,1,1,1
mn-2-5-2-1,r2,2,5,2,1
mn-2-6-2-1,n11,2,6,2,1
mn-2-6-2-2,n12,2,6,2,2
mn-2-6-2-3,n13,2,6,2,3
mn-2-6-2-4,n14,2,6,2,4
mn-2-6-2-5,n15,2,6,2,5
mn-2-6-2-6,n16,2,6,2,6
mn-2-6-2-7,n17,2,6,2,7
mn-2-6-2-8,n18,2,6,2,8
mn-2-6-2-9,n19,2,6,2,9
mn-2-6-2-10,n20,2,6,2,10
mn-2-6-2-11,n21,2,6,2,11
mn-2-6-2-12,n22,2,6,2,12
mn-2-6-2-13,n23,2,6,2,13
mn-2-6-2-14,n24,2,6,2,14
mn-2-6-2-15,n25,2,6,2,15
mn-2-6-2-16,n26,2,6,2,16
mn-2-6-2-17,n27,2,6,2,17
mn-2-6-2-18,n28,2,6,2,18
mn-2-6-2-19,n29,2,6,2,19
mn-2-6-2-20,n30,2,6,2,20
mn-2-6-2-21,n31,2,6,2,21
mn-2-6-2-22,n32,2,6,2,22
mn-2-6-2-23,n33,2,6,2,23
mn-2-6-2-24,n34,2,6,2,24
mn-2-6-2-25,n35,2,6,2,25
mn-2-6-2-26,n36,2,6,2,26
mn-2-6-2-27,n37,2,6,2,27
mn-2-6-2-28,n38,2,6,2,28
mn-2-6-2-29,n39,2,6,2,29
mn-2-6-2-30,n40,2,6,2,30
mn-2-6-2-31,n41,2,6,2,31
mn-2-6-2-32,n42,2,6,2,32
mn-2-7-2-1,n43,2,7,2,1
mn-2-7-2-2,n44,2,7,2,2
mn-2-7-2-3,n45,2,7,2,3
mn-2-7-2-4,n46,2,7,2,4
mn-2-7-2-5,n47,2,7,2,5
mn-2-7-2-6,n48,2,7,2,6
mn-3-1-1-1,n49,3,1,1,1
mn-3-1-1-2,n50,3,1,1,2
mn-3-1-1-3,n51,3,1,1,3
mn-3-1-1-4,n52,3,1,1,4
mn-3-1-1-5,n53,3,1,1,5
mn-3-1-1-6,n54,3,1,1,6
mn-3-1-1-7,n55,3,1,1,7
mn-3-1-1-8,n56,3,1,1,8
mn-3-5-2-1,r3,3,5,2,1
mn-3-7-2-1,n57,3,7,2,1
mn-3-7-2-2,n58,3,7,2,2
mn-3-7-2-3,n59,3,7,2,3
mn-3-7-2-4,n60,3,7,2,4
mn-3-7-2-5,n61,3,7,2,5
mn-3-7-2-6,n62,3,7,2,6
mn-3-7-2-7,n63,3,7,2,7
mn-3-7-2-8,n64,3,7,2,8
mn-3-7-2-9,n65,3,7,2,9
mn-4-1-1-1,n66,4,1,1,1
mn-4-1-1-2,n67,4,1,1,2
mn-4-1-1-3,n68,4,1,1,3
mn-4-1-1-4,n69,4,1,1,4
mn-4-1-1-5,n70,4,1,1,5
mn-4-1-1-6,n71,4,1,1,6
mn-4-5-2-1,r4,4,5,2,1
mn-4-7-2-1,n72,4,7,2,1
mn-4-7-2-2,n73,4,7,2,2
mn-4-7-2-3,n74,4,7,2,3
mn-4-7-2-4,n75,4,7,2,4
mn-4-7-2-5,n76,4,7,2,5
mn-4-7-2-6,n77,4,7,2,6
mn-4-7-2-7,n78,4,7,2,7
mn-4-7-2-8,n79,4,7,2,8
mn-4-7-2-9,n80,4,7,2,9
mn-4-7-2-10,n81,4,7,2,10
mn-4-7-2-11,n82,4,7,2,11
mn-4-7-2-12,n83,4,7,2,12
mn-5-1-1-1,r5,5,1,1,1
mn-5-1-1-2,n84,5,1,1,2
mn-5-1-1-3,n85,5,1,1,3
mn-5-1-1-4,n86,5,1,1,4
mn-5-1-1-5,n87,5,1,1,5
mn-5-1-1-6,n88,5,1,1,6
mn-5-1-1-7,n89,5,1,1,7
mn-5-1-1-8,n90,5,1,1,8
mn-5-2-1-1,n91,5,2,1,1
mn-5-2-1-2,n92,5,2,1,2
mn-5-2-1-3,n93,5,2,1,3
mn-5-2-1-4,n94,5,2,1,4
mn-5-2-1-5,n95,5,2,1,5
mn-5-2-1-6,n96,5,2,1,6
mn-5-2-2-1,n97,5,2,2,1
mn-5-2-2-2,n98,5,2,2,2
mn-5-2-2-3,n99,5,2,2,3
mn-5-2-1-7,n100,5,2,1,7
mn-5-5-2-1,r6,5,5,2,1
mn-5-7-2-1,n101,5,7,2,1
mn-5-7-2-2,n102,5,7,2,2
mn-5-7-2-3,n103,5,7,2,3
mn-5-7-2-4,n104,5,7,2,4
mn-5-7-2-5,n105,5,7,2,5
mn-5-7-2-6,n106,5,7,2,6
mn-5-7-2-7,n107,5,7,2,7
mn-5-7-2-8,n108,5,7,2,8
mn-5-7-2-9,n109,5,7,2,9
mn-6-1-1-1,n110,6,1,1,1
mn-6-1-1-2,n111,6,1,1,2
mn-6-1-1-3,n112,6,1,1,3
mn-6-1-1-4,n113,6,1,1,4
mn-6-1-1-5,n114,6,1,1,5
mn-6-1-1-6,n115,6,1,1,6
mn-6-2-1-1,n116,6,2,1,1
mn-6-2-1-2,n117,6,2,1,2
mn-6-2-1-3,n118,6,2,1,3
mn-6-2-1-4,n119,6,2,1,4
mn-6-2-1-5,n120,6,2,1,5
mn-6-2-1-6,n121,6,2,1,6
mn-6-2-1-7,n122,6,2,1,7
mn-6-2-1-8,n123,6,2,1,8
mn-6-2-1-9,n124,6,2,1,9
mn-6-2-1-10,n125,6,2,1,10
mn-6-2-1-11,n126,6,2,1,11
mn-6-2-1-12,n127,6,2,1,12
mn-6-2-1-13,n128,6,2,1,13
mn-6-5-2-1,r7,6,5,2,1
mn-6-7-2-1,n129,6,7,2,1
mn-6-7-2-2,n130,6,7,2,2
mn-6-7-2-3,n131,6,7,2,3
mn-6-7-2-4,n132,6,7,2,4
mn-6-7-2-5,n133,6,7,2,5
mn-6-7-2-6,n134,6,7,2,6
mn-6-7-2-7,n135,6,7,2,7
mn-6-7-2-8,n136,6,7,2,8
mn-6-7-2-9,n137,6,7,2,9
mn-7-1-1-1,n138,7,1,1,1
mn-7-1-1-2,n139,7,1,1,2
mn-7-1-1-3,n140,7,1,1,3
mn-7-1-1-4,n141,7,1,1,4
mn-7-1-1-5,n142,7,1,1,5
mn-7-1-1-6,n143,7,1,1,6
mn-7-1-1-7,n144,7,1,1,7
mn-7-1-1-8,n145,7,1,1,8
mn-7-1-1-9,n146,7,1,1,9
mn-7-1-1-10,n147,7,1,1,10
mn-7-1-1-11,n148,7,1,1,11
mn-7-1-1-12,n149,7,1,1,12
mn-7-2-1-1,n150,7,2,1,1
mn-7-2-1-2,n151,7,2,1,2
mn-7-2-1-3,n152,7,2,1,3
mn-7-2-1-4,n153,7,2,1,4
mn-7-2-1-5,n154,7,2,1,5
mn-7-2-1-6,n155,7,2,1,6
mn-7-2-1-7,n156,7,2,1,7
mn-7-2-1-8,n157,7,2,1,8
mn-7-2-1-9,n158,7,2,1,9
mn-7-5-2-1,n159,7,5,2,1
mn-7-5-2-2,n160,7,5,2,2
mn-7-5-2-3,n161,7,5,2,3
mn-7-5-2-4,n162,7,5,2,4
mn-7-5-2-5,n163,7,5,2,5
mn-7-5-2-6,n164,7,5,2,6
mn-7-6-2-1,r8,7,6,2,1
mn-7-6-2-2,n165,7,6,2,2
mn-7-6-2-3,n166,7,6,2,3
mn-7-6-2-4,n167,7,6,2,4
mn-7-6-2-5,n168,7,6,2,5
mn-7-6-2-6,n169,7,6,2,6
mn-7-6-2-7,n170,7,6,2,7
mn-7-6-2-8,n171,7,6,2,8
mn-8-1-1-1,n172,8,1,1,1
mn-8-1-1-2,n173,8,1,1,2
mn-8-1-1-3,n174,8,1,1,3
mn-8-1-1-4,n175,8,1,1,4
mn-8-1-1-5,n176,8,1,1,5
mn-8-1-1-6,n177,8,1,1,6
mn-8-1-1-7,n178,8,1,1,7
mn-8-1-1-8,n179,8,1,1,8
mn-8-1-1-9,n180,8,1,1,9
mn-8-1-1-10,n181,8,1,1,10
mn-8-2-1-1,n182,8,2,1,1
mn-8-2-1-2,n183,8,2,1,2
mn-8-2-1-3,n184,8,2,1,3
mn-8-2-1-4,n185,8,2,1,4
mn-8-2-1-5,n186,8,2,1,5
mn-8-2-1-6,n187,8,2,1,6
mn-8-2-1-7,n188,8,2,1,7
mn-8-2-1-8,n189,8,2,1,8
mn-8-2-1-9,n190,8,2,1,9
mn-8-2-1-10,n191,8,2,1,10
mn-8-5-2-1,n192,8,5,2,1
mn-8-5-2-2,n193,8,5,2,2
mn-8-5-2-3,n194,8,5,2,3
mn-8-5-2-4,n195,8,5,2,4
mn-8-5-2-5,n196,8,5,2,5
mn-8-5-2-6,n197,8,5,2,6
mn-9-1-1-1,n198,9,1,1,1
