element_id,tag,carrier,host_or_staff
n3--tuplet--start--1,tuplet,stamp,n3
n3--slur--start--1,slur,stamp,n3
n5--tuplet--stop--1,tuplet,stamp,n5
n5--slur--stop--1,slur,stamp,n5
n8--tuplet--start--1,tuplet,stamp,n8
n8--slur--start--1,slur,stamp,n8
n10--tuplet--stop--1,tuplet,stamp,n10
n10--slur--stop--1,slur,stamp,n10
md-1-0-1-1,words,md,1
md-1-0-2-1,words,md,2
n12--slur--start--1,slur,stamp,n12
n12--accent--1,accent,derive,n12
n15--slur--stop--1,slur,stamp,n15
n16--slur--start--1,slur,stamp,n16
n16--accent--1,accent,derive,n16
n19--slur--stop--1,slur,stamp,n19
n21--arpeggiate--1,arpeggiate,stamp,n21
n22--arpeggiate--1,arpeggiate,stamp,n22
n23--arpeggiate--1,arpeggiate,stamp,n23
n27--arpeggiate--1,arpeggiate,stamp,n27
n28--arpeggiate--1,arpeggiate,stamp,n28
n31--fermata--upright--1,fermata,stamp,n31
n32--tie--1,tie,derive,n32
n32--tied--start--1,tied,stamp,n32
n33--tie--1,tie,derive,n33
n33--tied--stop--1,tied,stamp,n33
n35--fermata--upright--1,fermata,stamp,n35
n37--arpeggiate--1,arpeggiate,stamp,n37
n38--arpeggiate--1,arpeggiate,stamp,n38
n39--arpeggiate--1,arpeggiate,stamp,n39
n41--arpeggiate--1,arpeggiate,stamp,n41
n42--arpeggiate--1,arpeggiate,stamp,n42
n43--arpeggiate--1,arpeggiate,stamp,n43
n45--arpeggiate--1,arpeggiate,stamp,n45
n46--arpeggiate--1,arpeggiate,stamp,n46
n47--arpeggiate--1,arpeggiate,stamp,n47
md-1-2-1-1,words,md,1
n54--slur--start--1,slur,stamp,n54
n54--staccato--1,staccato,derive,n54
n57--slur--stop--1,slur,stamp,n57
n57--staccato--1,staccato,derive,n57
n60--tie--1,tie,derive,n60
n60--tied--start--1,tied,stamp,n60
n61--tie--1,tie,derive,n61
n61--tied--stop--1,tied,stamp,n61
n63--tuplet--start--1,tuplet,stamp,n63
n63--slur--start--1,slur,stamp,n63
n67--tuplet--stop--1,tuplet,stamp,n67
n67--slur--stop--1,slur,stamp,n67
n71--arpeggiate--1,arpeggiate,stamp,n71
n72--arpeggiate--1,arpeggiate,stamp,n72
n73--arpeggiate--1,arpeggiate,stamp,n73
n74--arpeggiate--1,arpeggiate,stamp,n74
n75--arpeggiate--1,arpeggiate,stamp,n75
n76--arpeggiate--1,arpeggiate,stamp,n76
md-1-3-2-1,words,md,2
md-1-3-2-2,pedal,md,2
md-1-3-2-3,wedge,md,2
md-1-3-2-4,pedal,md,2
md-1-3-2-5,wedge,md,2
n78--slur--start--1,slur,stamp,n78
n78--staccato--1,staccato,derive,n78
n81--slur--stop--1,slur,stamp,n81
n81--staccato--1,staccato,derive,n81
md-1-4-2-1,pedal,md,2
md-1-4-2-2,wedge,md,2
md-1-4-2-3,pedal,md,2
md-1-4-2-4,wedge,md,2
n100--slur--start--1,slur,stamp,n100
n100--staccato--1,staccato,derive,n100
n103--slur--stop--1,slur,stamp,n103
n103--staccato--1,staccato,derive,n103
n106--tie--1,tie,derive,n106
n106--tied--start--1,tied,stamp,n106
n107--tie--1,tie,derive,n107
n107--tied--stop--1,tied,stamp,n107
n109--tuplet--start--1,tuplet,stamp,n109
n109--slur--start--1,slur,stamp,n109
n113--tuplet--stop--1,tuplet,stamp,n113
n113--slur--stop--1,slur,stamp,n113
n114--tuplet--start--1,tuplet,stamp,n114
n114--slur--start--1,slur,stamp,n114
n116--tuplet--stop--1,tuplet,stamp,n116
n116--slur--stop--1,slur,stamp,n116
md-1-5-2-1,pedal,md,2
md-1-5-2-2,pedal,md,2
n125--tie--1,tie,derive,n125
n125--tied--start--1,tied,stamp,n125
n126--tie--1,tie,derive,n126
n126--tied--stop--1,tied,stamp,n126
n129--accent--1,accent,derive,n129
md-1-6-2-1,pedal,md,2
md-1-6-2-2,pedal,md,2
md-1-6-2-3,wedge,md,2
md-1-6-2-4,wedge,md,2
md-1-6-2-5,pedal,md,2
md-1-6-2-6,pedal,md,2
n142--tie--1,tie,derive,n142
n142--tied--start--1,tied,stamp,n142
n143--tie--1,tie,derive,n143
n143--tied--stop--1,tied,stamp,n143
n150--slur--start--1,slur,stamp,n150
n159--slur--stop--1,slur,stamp,n159
md-1-7-2-1,pedal,md,2
md-1-7-2-2,words,md,2
md-1-7-2-3,words,md,2
md-1-7-2-4,pedal,md,2
n163--slur--start--1,slur,stamp,n163
n166--slur--stop--1,slur,stamp,n166
n167--slur--start--1,slur,stamp,n167
n170--slur--stop--1,slur,stamp,n170
n171--accent--1,accent,derive,n171
n191--tuplet--start--1,tuplet,stamp,n191
n191--slur--start--1,slur,stamp,n191
