note_id,original_id,bar,voice,staff,ordinal
mn-0-1-1-1,n1,0,1,1,1
mn-0-1-1-2,n2,0,1,1,2
mn-0-1-1-3,n3,0,1,1,3
mn-0-5-2-1,n4,0,5,2,1
mn-0-5-2-2,n5,0,5,2,2
mn-1-1-1-1,n6,1,1,1,1
mn-1-1-1-2,n7,1,1,1,2
mn-1-1-1-3,n8,1,1,1,3
mn-1-1-1-4,n9,1,1,1,4
mn-1-5-2-1,n10,1,5,2,1
mn-1-5-2-2,n11,1,5,2,2
mn-1-5-2-3,n12,1,5,2,3
mn-1-5-2-4,n13,1,5,2,4
mn-1-5-2-5,n14,1,5,2,5
mn-1-5-2-6,n15,1,5,2,6
mn-1-5-2-7,n16,1,5,2,7
mn-1-5-2-8,n17,1,5,2,8
mn-2-1-1-1,n18,2,1,1,1
mn-2-1-1-2,n19,2,1,1,2
mn-2-1-1-3,n20,2,1,1,3
mn-2-1-1-4,n21,2,1,1,4
mn-2-1-1-5,n22,2,1,1,5
mn-2-1-1-6,n23,2,1,1,6
mn-2-5-2-1,n24,2,5,2,1
mn-2-5-2-2,n25,2,5,2,2
mn-2-5-2-3,n26,2,5,2,3
mn-2-5-2-4,n27,2,5,2,4
mn-2-5-2-5,n28,2,5,2,5
mn-2-5-2-6,n29,2,5,2,6
mn-2-5-2-7,n30,2,5,2,7
mn-2-5-2-8,n31,2,5,2,8
mn-3-1-1-1,n32,3,1,1,1
mn-3-1-1-2,n33,3,1,1,2
mn-3-1-1-3,n34,3,1,1,3
mn-3-1-1-4,n35,3,1,1,4
mn-3-1-1-5,n36,3,1,1,5
mn-3-1-1-6,n37,3,1,1,6
mn-3-1-1-7,n38,3,1,1,7
mn-3-5-2-1,n39,3,5,2,1
mn-3-5-2-2,n40,3,5,2,2
mn-3-5-2-3,n41,3,5,2,3
mn-3-5-2-4,n42,3,5,2,4
mn-3-5-2-5,n43,3,5,2,5
mn-3-5-2-6,n44,3,5,2,6
mn-3-5-2-7,n45,3,5,2,7
mn-3-5-2-8,n46,3,5,2,8
mn-3-5-2-9,n47,3,5,2,9
mn-3-5-2-10,n48,3,5,2,10
mn-3-5-2-11,n49,3,5,2,11
mn-4-1-1-1,n50,4,1,1,1
mn-4-1-1-2,n51,4,1,1,2
mn-4-1-1-3,n52,4,1,1,3
mn-4-5-2-1,n53,4,5,2,1
mn-4-5-2-2,n54,4,5,2,2
mn-4-5-2-3,n55,4,5,2,3
mn-4-5-2-4,n56,4,5,2,4
mn-4-5-2-5,n57,4,5,2,5
mn-4-5-2-6,n58,4,5,2,6
mn-4-5-2-7,n59,4,5,2,7
mn-4-5-2-8,n60,4,5,2,8
mn-5-1-1-1,n61,5,1,1,1
mn-5-1-1-2,n62,5,1,1,2
mn-5-1-1-3,n63,5,1,1,3
mn-5-1-1-4,n64,5,1,1,4
mn-5-1-1-5,n65,5,1,1,5
mn-5-1-1-6,n66,5,1,1,6
mn-5-5-2-1,n67,5,5,2,1
mn-5-5-2-2,n68,5,5,2,2
mn-5-5-2-3,n69,5,5,2,3
mn-5-5-2-4,n70,5,5,2,4
mn-5-5-2-5,n71,5,5,2,5
mn-5-5-2-6,n72,5,5,2,6
mn-5-5-2-7,n73,5,5,2,7
mn-5-5-2-8,n74,5,5,2,8
mn-6-1-1-1,n75,6,1,1,1
mn-6-1-1-2,n76,6,1,1,2
mn-6-1-1-3,n77,6,1,1,3
mn-6-1-1-4,n78,6,1,1,4
mn-6-1-1-5,n79,6,1,1,5
mn-6-1-1-6,n80,6,1,1,6
mn-6-5-2-1,n81,6,5,2,1
mn-6-5-2-2,n82,6,5,2,2
mn-6-5-2-3,n83,6,5,2,3
mn-6-5-2-4,n84,6,5,2,4
mn-6-5-2-5,n85,6,5,2,5
mn-6-5-2-6,n86,6,5,2,6
mn-6-5-2-7,n87,6,5,2,7
mn-6-5-2-8,n88,6,5,2,8
mn-7-1-1-1,n89,7,1,1,1
mn-7-1-1-2,n90,7,1,1,2
mn-7-1-1-3,n91,7,1,1,3
mn-7-1-1-4,n92,7,1,1,4
mn-7-1-1-5,n93,7,1,1,5
mn-7-1-1-6,n94,7,1,1,6
mn-7-5-2-1,n95,7,5,2,1
mn-7-5-2-2,n96,7,5,2,2
mn-7-5-2-3,n97,7,5,2,3
mn-7-5-2-4,n98,7,5,2,4
mn-7-5-2-5,n99,7,5,2,5
mn-7-5-2-6,n100,7,5,2,6
mn-7-5-2-7,n101,7,5,2,7
mn-7-5-2-8,n102,7,5,2,8
mn-8-1-1-1,n103,8,1,1,1
mn-8-1-1-2,n104,8,1,1,2
mn-8-1-1-3,n105,8,1,1,3
mn-8-1-1-4,n106,8,1,1,4
mn-8-5-2-1,n107,8,5,2,1
mn-8-5-2-2,n108,8,5,2,2
mn-8-5-2-3,n109,8,5,2,3
mn-8-5-2-4,n110,8,5,2,4
mn-8-5-2-5,n111,8,5,2,5
mn-8-5-2-6,n112,8,5,2,6
mn-9-1-1-1,n113,9,1,1,1
mn-9-1-1-2,n114,9,1,1,2
mn-9-1-1-3,n115,9,1,1,3
mn-9-1-1-4,n116,9,1,1,4
mn-9-1-1-5,n117,9,1,1,5
mn-9-5-2-1,n118,9,5,2,1
mn-9-5-2-2,n119,9,5,2,2
mn-9-5-2-3,n120,9,5,2,3
mn-9-5-2-4,n121,9,5,2,4
mn-9-5-2-5,n122,9,5,2,5
mn-9-5-2-6,n123,9,5,2,6
mn-9-5-2-7,n124,9,5,2,7
mn-9-5-2-8,n125,9,5,2,8
mn-10-1-1-1,n126,10,1,1,1
mn-10-1-1-2,n127,10,1,1,2
mn-10-1-1-3,n128,10,1,1,3
mn-10-1-1-4,n129,10,1,1,4
mn-10-1-1-5,n130,10,1,1,5
mn-10-5-2-1,n131,10,5,2,1
mn-10-5-2-2,n132,10,5,2,2
mn-10-5-2-3,n133,10,5,2,3
mn-10-5-2-4,n134,10,5,2,4
mn-10-5-2-5,n135,10,5,2,5
mn-10-5-2-6,n136,10,5,2,6
mn-10-5-2-7,n137,10,5,2,7
mn-10-5-2-8,n138,10,5,2,8
mn-11-1-1-1,n139,11,1,1,1
mn-11-1-1-2,n140,11,1,1,2
mn-11-1-1-3,n141,11,1,1,3
mn-11-1-1-4,n142,11,1,1,4
mn-11-1-1-5,n143,11,1,1,5
mn-11-1-1-6,n144,11,1,1,6
mn-11-5-2-1,n145,11,5,2,1
mn-11-5-2-2,n146,11,5,2,2
mn-11-5-2-3,n147,11,5,2,3
mn-11-5-2-4,n148,11,5,2,4
mn-11-5-2-5,n149,11,5,2,5
mn-11-5-2-6,n150,11,5,2,6
mn-11-5-2-7,n151,11,5,2,7
mn-11-5-2-8,n152,11,5,2,8
mn-12-1-1-1,n153,12,1,1,1
mn-12-1-1-2,n154,12,1,1,2
mn-12-1-1-3,n155,12,1,1,3
mn-12-5-2-1,n156,12,5,2,1
mn-12-5-2-2,n157,12,5,2,2
mn-12-5-2-3,n158,12,5,2,3
mn-12-5-2-4,n159,12,5,2,4
mn-12-5-2-5,n160,12,5,2,5
mn-12-5-2-6,n161,12,5,2,6
mn-12-5-2-7,n162,12,5,2,7
mn-12-5-2-8,n163,12,5,2,8
mn-13-1-1-1,n164,13,1,1,1
mn-13-1-1-2,n165,13,1,1,2
mn-13-1-1-3,n166,13,1,1,3
mn-13-1-1-4,n167,13,1,1,4
mn-13-1-1-5,n168,13,1,1,5
