element_id,tag,carrier,host_or_staff
mn-1-1-5-2-3--tied--start--1,tied,stamp,mn-1-1-5-2-3
mn-1-1-5-2-4--tied--stop--1,tied,stamp,mn-1-1-5-2-4
mn-1-2-2-1-2--tied--start--1,tied,stamp,mn-1-2-2-1-2
mn-1-2-2-1-3--tied--stop--1,tied,stamp,mn-1-2-2-1-3
mn-1-2-3-1-2--tied--start--1,tied,stamp,mn-1-2-3-1-2
mn-1-2-3-1-3--tied--stop--1,tied,stamp,mn-1-2-3-1-3
mn-1-2-7-2-1--tied--start--1,tied,stamp,mn-1-2-7-2-1
mn-1-3-7-2-1--tied--stop--1,tied,stamp,mn-1-3-7-2-1
mn-1-3-7-2-2--tied--start--1,tied,stamp,mn-1-3-7-2-2
mn-1-3-7-2-3--tied--stop--1,tied,stamp,mn-1-3-7-2-3
mn-1-3-7-2-4--tied--start--1,tied,stamp,mn-1-3-7-2-4
mn-1-4-7-2-1--tied--stop--1,tied,stamp,mn-1-4-7-2-1
mn-1-4-7-1-1--tied--start--1,tied,stamp,mn-1-4-7-1-1
mn-1-4-7-1-2--tied--stop--1,tied,stamp,mn-1-4-7-1-2
mn-1-5-1-1-12--tied--start--1,tied,stamp,mn-1-5-1-1-12
mn-1-6-1-1-1--tied--stop--1,tied,stamp,mn-1-6-1-1-1
mn-1-6-1-1-2--tied--start--1,tied,stamp,mn-1-6-1-1-2
mn-1-6-1-1-3--tied--stop--1,tied,stamp,mn-1-6-1-1-3
mn-1-6-2-1-7--tied--start--1,tied,stamp,mn-1-6-2-1-7
mn-1-7-1-1-1--tied--start--1,tied,stamp,mn-1-7-1-1-1
mn-1-7-1-1-2--tied--stop--1,tied,stamp,mn-1-7-1-1-2
mn-1-7-2-1-1--tied--stop--1,tied,stamp,mn-1-7-2-1-1
mn-1-7-2-1-8--tied--start--1,tied,stamp,mn-1-7-2-1-8
mn-1-8-2-1-1--tied--stop--1,tied,stamp,mn-1-8-2-1-1
mn-1-8-5-2-1--tied--start--1,tied,stamp,mn-1-8-5-2-1
mn-1-8-5-2-2--tied--stop--1,tied,stamp,mn-1-8-5-2-2
mn-1-9-1-1-3--tied--start--1,tied,stamp,mn-1-9-1-1-3
mn-1-10-1-1-1--tied--stop--1,tied,stamp,mn-1-10-1-1-1
mn-1-10-2-1-2--tied--start--1,tied,stamp,mn-1-10-2-1-2
mn-1-10-5-2-1--tied--start--1,tied,stamp,mn-1-10-5-2-1
mn-1-10-5-2-2--tied--stop--1,tied,stamp,mn-1-10-5-2-2
mn-1-11-2-1-1--tied--stop--1,tied,stamp,mn-1-11-2-1-1
mn-1-11-2-2-1--tied--start--1,tied,stamp,mn-1-11-2-2-1
mn-1-11-2-2-2--tied--stop--1,tied,stamp,mn-1-11-2-2-2
mn-1-11-2-2-4--tied--start--1,tied,stamp,mn-1-11-2-2-4
mn-1-12-2-2-1--tied--stop--1,tied,stamp,mn-1-12-2-2-1
mn-1-12-2-2-2--tied--start--1,tied,stamp,mn-1-12-2-2-2
mn-1-12-2-2-3--tied--stop--1,tied,stamp,mn-1-12-2-2-3
mn-1-12-2-2-5--tied--start--1,tied,stamp,mn-1-12-2-2-5
mn-1-13-1-1-5--inverted-mordent--1,inverted-mordent,derive,mn-1-13-1-1-5
mn-1-13-2-2-1--tied--stop--1,tied,stamp,mn-1-13-2-2-1
mn-1-13-4-1-16--tied--start--1,tied,stamp,mn-1-13-4-1-16
mn-1-13-4-1-17--tied--stop--1,tied,stamp,mn-1-13-4-1-17
mn-1-15-1-1-1--tied--start--1,tied,stamp,mn-1-15-1-1-1
mn-1-15-1-1-2--tied--stop--1,tied,stamp,mn-1-15-1-1-2
mn-1-15-2-2-4--tied--start--1,tied,stamp,mn-1-15-2-2-4
mn-1-16-2-2-1--tied--stop--1,tied,stamp,mn-1-16-2-2-1
mn-1-16-2-1-1--tied--start--1,tied,stamp,mn-1-16-2-1-1
mn-1-16-2-1-2--tied--stop--1,tied,stamp,mn-1-16-2-1-2
mn-1-18-2-1-4--tied--start--1,tied,stamp,mn-1-18-2-1-4
mn-1-19-1-1-1--tied--start--1,tied,stamp,mn-1-19-1-1-1
mn-1-19-1-1-2--tied--stop--1,tied,stamp,mn-1-19-1-1-2
mn-1-19-2-1-1--tied--stop--1,tied,stamp,mn-1-19-2-1-1
mn-1-19-2-1-4--tied--start--1,tied,stamp,mn-1-19-2-1-4
mn-1-20-1-1-1--tied--start--1,tied,stamp,mn-1-20-1-1-1
mn-1-20-1-1-2--tied--stop--1,tied,stamp,mn-1-20-1-1-2
mn-1-20-2-1-1--tied--stop--1,tied,stamp,mn-1-20-2-1-1
mn-1-20-2-1-4--tied--start--1,tied,stamp,mn-1-20-2-1-4
mn-1-21-1-1-1--tied--start--1,tied,stamp,mn-1-21-1-1-1
mn-1-21-1-1-2--tied--stop--1,tied,stamp,mn-1-21-1-1-2
mn-1-21-2-1-1--tied--stop--1,tied,stamp,mn-1-21-2-1-1
mn-1-23-2-1-5--tied--start--1,tied,stamp,mn-1-23-2-1-5
mn-1-24-2-1-1--tied--stop--1,tied,stamp,mn-1-24-2-1-1
mn-1-25-1-1-1--tied--start--1,tied,stamp,mn-1-25-1-1-1
mn-1-25-1-1-2--tied--stop--1,tied,stamp,mn-1-25-1-1-2
mn-1-25-2-1-7--tied--start--1,tied,stamp,mn-1-25-2-1-7
mn-1-25-5-2-1--tied--start--1,tied,stamp,mn-1-25-5-2-1
mn-1-25-5-2-2--tied--stop--1,tied,stamp,mn-1-25-5-2-2
mn-1-26-2-1-1--tied--stop--1,tied,stamp,mn-1-26-2-1-1
mn-1-27-1-1-1--tied--start--1,tied,stamp,mn-1-27-1-1-1
mn-1-28-1-1-1--tied--stop--1,tied,stamp,mn-1-28-1-1-1
mn-1-28-1-1-1--tied--start--2,tied,stamp,mn-1-28-1-1-1
mn-1-29-1-1-1--tied--stop--1,tied,stamp,mn-1-29-1-1-1
mn-1-29-1-1-1--fermata--upright--1,fermata,stamp,mn-1-29-1-1-1
mn-1-29-6-2-1--fermata--inverted--1,fermata,stamp,mn-1-29-6-2-1
