note_id,original_id,bar,voice,staff,ordinal
mn-1-1-1-1,r1,1,1,1,1
mn-1-1-1-2,n1,1,1,1,2
mn-1-1-1-3,n2,1,1,1,3
mn-1-1-1-4,n3,1,1,1,4
mn-1-1-1-5,n4,1,1,1,5
mn-1-1-1-6,n5,1,1,1,6
mn-1-1-1-7,n6,1,1,1,7
mn-1-1-1-8,n7,1,1,1,8
mn-1-1-1-9,r2,1,1,1,9
mn-1-1-1-10,n8,1,1,1,10
mn-1-1-1-11,n9,1,1,1,11
mn-1-1-1-12,n10,1,1,1,12
mn-1-1-1-13,n11,1,1,1,13
mn-1-1-1-14,n12,1,1,1,14
mn-1-1-1-15,n13,1,1,1,15
mn-1-1-1-16,n14,1,1,1,16
mn-1-2-1-1,n15,1,2,1,1
mn-1-2-1-2,n16,1,2,1,2
mn-1-2-1-3,n17,1,2,1,3
mn-1-2-1-4,n18,1,2,1,4
mn-1-5-2-1,n19,1,5,2,1
mn-2-1-1-1,r3,2,1,1,1
mn-2-1-1-2,n20,2,1,1,2
mn-2-1-1-3,n21,2,1,1,3
mn-2-1-1-4,n22,2,1,1,4
mn-2-1-1-5,n23,2,1,1,5
mn-2-1-1-6,n24,2,1,1,6
mn-2-1-1-7,n25,2,1,1,7
mn-2-1-1-8,n26,2,1,1,8
mn-2-1-1-9,n27,2,1,1,9
mn-2-2-1-1,n28,2,2,1,1
mn-2-2-1-2,r4,2,2,1,2
mn-2-2-1-3,n29,2,2,1,3
mn-2-2-1-4,n30,2,2,1,4
mn-2-2-1-5,n31,2,2,1,5
mn-2-2-1-6,n32,2,2,1,6
mn-2-2-1-7,n33,2,2,1,7
mn-2-2-1-8,n34,2,2,1,8
mn-2-2-1-9,n35,2,2,1,9
mn-2-5-2-1,n36,2,5,2,1
mn-3-1-1-1,n37,3,1,1,1
mn-3-1-1-2,n38,3,1,1,2
mn-3-1-1-3,n39,3,1,1,3
mn-3-1-1-4,n40,3,1,1,4
mn-3-1-1-5,n41,3,1,1,5
mn-3-1-1-6,n42,3,1,1,6
mn-3-1-1-7,n43,3,1,1,7
mn-3-1-1-8,n44,3,1,1,8
mn-3-1-1-9,n45,3,1,1,9
mn-3-2-1-1,n46,3,2,1,1
mn-3-2-1-2,n47,3,2,1,2
mn-3-2-1-3,n48,3,2,1,3
mn-3-5-2-1,n49,3,5,2,1
mn-3-5-2-2,n50,3,5,2,2
mn-3-5-2-3,n51,3,5,2,3
mn-3-5-2-4,n52,3,5,2,4
mn-3-5-2-5,n53,3,5,2,5
mn-3-5-2-6,n54,3,5,2,6
mn-3-5-2-7,n55,3,5,2,7
mn-3-5-2-8,n56,3,5,2,8
mn-3-5-2-9,n57,3,5,2,9
mn-3-5-2-10,n58,3,5,2,10
mn-4-1-1-1,n59,4,1,1,1
mn-4-1-1-2,n60,4,1,1,2
mn-4-1-1-3,n61,4,1,1,3
mn-4-1-1-4,n62,4,1,1,4
mn-4-1-1-5,n63,4,1,1,5
mn-4-1-1-6,n64,4,1,1,6
mn-4-1-1-7,n65,4,1,1,7
mn-4-1-1-8,n66,4,1,1,8
mn-4-1-1-9,n67,4,1,1,9
mn-4-1-1-10,n68,4,1,1,10
mn-4-1-1-11,n69,4,1,1,11
mn-4-2-1-1,n70,4,2,1,1
mn-4-2-1-2,n71,4,2,1,2
mn-4-2-1-3,n72,4,2,1,3
mn-4-5-2-1,n73,4,5,2,1
mn-4-5-2-2,n74,4,5,2,2
mn-4-5-2-3,n75,4,5,2,3
mn-4-5-2-4,n76,4,5,2,4
mn-4-5-2-5,n77,4,5,2,5
mn-4-5-2-6,n78,4,5,2,6
mn-4-5-2-7,n79,4,5,2,7
mn-4-5-2-8,n80,4,5,2,8
mn-4-5-2-9,n81,4,5,2,9
mn-4-5-2-10,n82,4,5,2,10
mn-5-1-1-1,n83,5,1,1,1
mn-5-1-1-2,n84,5,1,1,2
mn-5-1-1-3,n85,5,1,1,3
mn-5-2-1-1,n86,5,2,1,1
mn-5-2-1-2,n87,5,2,1,2
mn-5-2-2-1,n88,5,2,2,1
mn-5-2-2-2,n89,5,2,2,2
mn-5-2-2-3,n90,5,2,2,3
mn-5-2-2-4,n91,5,2,2,4
mn-5-2-2-5,n92,5,2,2,5
mn-5-2-2-6,n93,5,2,2,6
mn-5-2-2-7,n94,5,2,2,7
mn-5-2-2-8,n95,5,2,2,8
mn-5-2-2-9,n96,5,2,2,9
mn-5-2-2-10,n97,5,2,2,10
mn-5-5-2-1,n98,5,5,2,1
mn-5-5-2-2,n99,5,5,2,2
mn-5-5-2-3,n100,5,5,2,3
mn-5-5-2-4,n101,5,5,2,4
mn-5-5-2-5,n102,5,5,2,5
mn-5-5-2-6,n103,5,5,2,6
mn-5-5-2-7,n104,5,5,2,7
mn-5-5-2-8,n105,5,5,2,8
mn-5-5-2-9,n106,5,5,2,9
mn-5-5-2-10,n107,5,5,2,10
mn-6-1-1-1,n108,6,1,1,1
mn-6-2-2-1,n109,6,2,2,1
mn-6-2-2-2,n110,6,2,2,2
mn-6-2-1-1,n111,6,2,1,1
mn-6-2-1-2,n112,6,2,1,2
mn-6-5-2-1,n113,6,5,2,1
mn-6-5-2-2,n114,6,5,2,2
mn-6-5-2-3,n115,6,5,2,3
mn-6-5-2-4,n116,6,5,2,4
mn-6-5-2-5,n117,6,5,2,5
mn-6-5-2-6,n118,6,5,2,6
mn-6-5-2-7,n119,6,5,2,7
mn-6-5-2-8,n120,6,5,2,8
mn-6-5-2-9,n121,6,5,2,9
mn-6-5-2-10,n122,6,5,2,10
