note_id,original_id,bar,voice,staff,ordinal
mn-1-1-1-1,n1,1,1,1,1
mn-1-1-1-2,n2,1,1,1,2
mn-1-1-1-3,n3,1,1,1,3
mn-1-1-1-4,n4,1,1,1,4
mn-1-1-1-5,n5,1,1,1,5
mn-1-1-1-6,n6,1,1,1,6
mn-1-1-1-7,n7,1,1,1,7
mn-1-1-1-8,n8,1,1,1,8
mn-1-1-1-9,n9,1,1,1,9
mn-1-1-1-10,n10,1,1,1,10
mn-1-1-1-11,n11,1,1,1,11
mn-1-1-1-12,n12,1,1,1,12
mn-1-1-1-13,n13,1,1,1,13
mn-1-1-1-14,n14,1,1,1,14
mn-1-5-2-1,r1,1,5,2,1
mn-1-5-2-2,n15,1,5,2,2
mn-1-5-2-3,n16,1,5,2,3
mn-1-5-2-4,r2,1,5,2,4
mn-1-5-2-5,n17,1,5,2,5
mn-1-5-2-6,n18,1,5,2,6
mn-1-6-2-1,n19,1,6,2,1
mn-1-6-2-2,n20,1,6,2,2
mn-2-1-1-1,n21,2,1,1,1
mn-2-1-1-2,n22,2,1,1,2
mn-2-1-1-3,n23,2,1,1,3
mn-2-1-1-4,n24,2,1,1,4
mn-2-1-1-5,n25,2,1,1,5
mn-2-1-1-6,n26,2,1,1,6
mn-2-1-1-7,n27,2,1,1,7
mn-2-1-1-8,n28,2,1,1,8
mn-2-1-1-9,n29,2,1,1,9
mn-2-1-1-10,n30,2,1,1,10
mn-2-1-1-11,n31,2,1,1,11
mn-2-1-1-12,n32,2,1,1,12
mn-2-1-1-13,n33,2,1,1,13
mn-2-1-1-14,n34,2,1,1,14
mn-2-5-2-1,r3,2,5,2,1
mn-2-5-2-2,n35,2,5,2,2
mn-2-5-2-3,n36,2,5,2,3
mn-2-5-2-4,r4,2,5,2,4
mn-2-5-2-5,n37,2,5,2,5
mn-2-5-2-6,n38,2,5,2,6
mn-2-6-2-1,n39,2,6,2,1
mn-2-6-2-2,n40,2,6,2,2
mn-3-1-1-1,n41,3,1,1,1
mn-3-1-1-2,n42,3,1,1,2
mn-3-1-1-3,n43,3,1,1,3
mn-3-1-1-4,n44,3,1,1,4
mn-3-1-1-5,n45,3,1,1,5
mn-3-1-1-6,n46,3,1,1,6
mn-3-1-1-7,n47,3,1,1,7
mn-3-1-1-8,n48,3,1,1,8
mn-3-1-1-9,n49,3,1,1,9
mn-3-1-1-10,n50,3,1,1,10
mn-3-1-1-11,n51,3,1,1,11
mn-3-1-1-12,n52,3,1,1,12
mn-3-1-1-13,n53,3,1,1,13
mn-3-1-1-14,n54,3,1,1,14
mn-3-5-2-1,r5,3,5,2,1
mn-3-5-2-2,n55,3,5,2,2
mn-3-5-2-3,n56,3,5,2,3
mn-3-5-2-4,r6,3,5,2,4
mn-3-5-2-5,n57,3,5,2,5
mn-3-5-2-6,n58,3,5,2,6
mn-3-6-2-1,n59,3,6,2,1
mn-3-6-2-2,n60,3,6,2,2
mn-4-1-1-1,n61,4,1,1,1
mn-4-1-1-2,n62,4,1,1,2
mn-4-1-1-3,n63,4,1,1,3
