element_id,tag,carrier,host_or_staff
mn-1-8-1-1-6--tied--start--1,tied,stamp,mn-1-8-1-1-6
mn-1-9-1-1-1--tied--stop--1,tied,stamp,mn-1-9-1-1-1
mn-1-10-1-1-6--tied--start--1,tied,stamp,mn-1-10-1-1-6
mn-1-11-1-1-1--tied--stop--1,tied,stamp,mn-1-11-1-1-1
mn-1-11-1-1-3--tied--start--1,tied,stamp,mn-1-11-1-1-3
mn-1-11-1-1-4--tied--stop--1,tied,stamp,mn-1-11-1-1-4
mn-1-11-2-1-2--tied--start--1,tied,stamp,mn-1-11-2-1-2
mn-1-12-2-1-1--tied--stop--1,tied,stamp,mn-1-12-2-1-1
mn-1-12-2-1-3--tied--start--1,tied,stamp,mn-1-12-2-1-3
mn-1-12-2-1-4--tied--stop--1,tied,stamp,mn-1-12-2-1-4
mn-1-13-1-1-3--tied--start--1,tied,stamp,mn-1-13-1-1-3
mn-1-13-1-1-4--tied--stop--1,tied,stamp,mn-1-13-1-1-4
mn-1-13-1-1-6--tied--start--1,tied,stamp,mn-1-13-1-1-6
mn-1-14-1-1-1--tied--stop--1,tied,stamp,mn-1-14-1-1-1
mn-1-14-1-1-2--tied--start--1,tied,stamp,mn-1-14-1-1-2
mn-1-14-1-1-3--tied--stop--1,tied,stamp,mn-1-14-1-1-3
mn-1-14-2-1-6--tied--start--1,tied,stamp,mn-1-14-2-1-6
mn-1-15-1-1-1--tied--start--1,tied,stamp,mn-1-15-1-1-1
mn-1-15-2-1-1--tied--stop--1,tied,stamp,mn-1-15-2-1-1
mn-1-16-1-1-1--tied--stop--1,tied,stamp,mn-1-16-1-1-1
mn-1-17-1-1-3--tied--start--1,tied,stamp,mn-1-17-1-1-3
mn-1-17-1-1-4--tied--stop--1,tied,stamp,mn-1-17-1-1-4
mn-1-17-2-1-4--tied--start--1,tied,stamp,mn-1-17-2-1-4
mn-1-18-1-1-3--tied--start--1,tied,stamp,mn-1-18-1-1-3
mn-1-18-1-1-4--tied--stop--1,tied,stamp,mn-1-18-1-1-4
mn-1-18-2-1-1--tied--stop--1,tied,stamp,mn-1-18-2-1-1
mn-1-18-2-1-3--tied--start--1,tied,stamp,mn-1-18-2-1-3
mn-1-19-1-1-3--tied--start--1,tied,stamp,mn-1-19-1-1-3
mn-1-19-1-1-4--tied--stop--1,tied,stamp,mn-1-19-1-1-4
mn-1-19-2-1-1--tied--stop--1,tied,stamp,mn-1-19-2-1-1
mn-1-19-2-1-3--tied--start--1,tied,stamp,mn-1-19-2-1-3
mn-1-20-1-1-3--tied--start--1,tied,stamp,mn-1-20-1-1-3
mn-1-20-1-1-4--tied--stop--1,tied,stamp,mn-1-20-1-1-4
mn-1-20-1-1-6--tied--start--1,tied,stamp,mn-1-20-1-1-6
mn-1-20-2-1-1--tied--stop--1,tied,stamp,mn-1-20-2-1-1
mn-1-21-1-1-1--tied--stop--1,tied,stamp,mn-1-21-1-1-1
mn-1-22-1-1-1--inverted-mordent--1,inverted-mordent,derive,mn-1-22-1-1-1
mn-1-22-1-1-4--tied--start--1,tied,stamp,mn-1-22-1-1-4
mn-1-22-1-1-5--tied--stop--1,tied,stamp,mn-1-22-1-1-5
mn-1-25-1-1-5--trill-mark--1,trill-mark,derive,mn-1-25-1-1-5
mn-1-25-2-1-4--tied--start--1,tied,stamp,mn-1-25-2-1-4
