note_id,original_id,bar,voice,staff,ordinal
mn-1-1-1-1,n1,1,1,1,1
mn-1-1-1-2,n2,1,1,1,2
mn-1-1-1-3,n3,1,1,1,3
mn-1-1-1-4,n4,1,1,1,4
mn-1-1-1-5,n5,1,1,1,5
mn-1-1-1-6,n6,1,1,1,6
mn-1-1-1-7,n7,1,1,1,7
mn-1-1-1-8,n8,1,1,1,8
mn-1-1-1-9,n9,1,1,1,9
mn-1-1-1-10,n10,1,1,1,10
mn-1-5-2-1,r1,1,5,2,1
mn-2-1-1-1,n11,2,1,1,1
mn-2-1-1-2,n12,2,1,1,2
mn-2-1-1-3,n13,2,1,1,3
mn-2-1-1-4,n14,2,1,1,4
mn-2-1-1-5,n15,2,1,1,5
mn-2-5-2-1,r2,2,5,2,1
mn-3-1-1-1,n16,3,1,1,1
mn-3-1-1-2,n17,3,1,1,2
mn-3-1-1-3,n18,3,1,1,3
mn-3-1-1-4,n19,3,1,1,4
mn-3-1-1-5,n20,3,1,1,5
mn-3-5-2-1,r3,3,5,2,1
mn-4-1-1-1,n21,4,1,1,1
mn-4-1-1-2,n22,4,1,1,2
mn-4-1-1-3,n23,4,1,1,3
mn-4-1-1-4,n24,4,1,1,4
mn-4-1-1-5,n25,4,1,1,5
mn-4-1-1-6,n26,4,1,1,6
mn-4-1-1-7,n27,4,1,1,7
mn-4-1-1-8,n28,4,1,1,8
mn-4-1-1-9,n29,4,1,1,9
mn-4-1-1-10,n30,4,1,1,10
mn-4-5-2-1,r4,4,5,2,1
mn-5-1-1-1,n31,5,1,1,1
mn-5-1-1-2,n32,5,1,1,2
mn-5-1-1-3,n33,5,1,1,3
mn-5-1-1-4,n34,5,1,1,4
mn-5-1-1-5,n35,5,1,1,5
mn-5-1-1-6,n36,5,1,1,6
mn-5-2-1-1,n37,5,2,1,1
mn-5-2-1-2,n38,5,2,1,2
mn-5-2-1-3,n39,5,2,1,3
mn-5-2-1-4,n40,5,2,1,4
mn-5-2-1-5,n41,5,2,1,5
mn-5-2-1-6,n42,5,2,1,6
mn-5-2-1-7,n43,5,2,1,7
mn-5-2-1-8,n44,5,2,1,8
mn-5-2-1-9,n45,5,2,1,9
mn-5-2-1-10,n46,5,2,1,10
mn-5-5-2-1,n47,5,5,2,1
mn-6-1-1-1,n48,6,1,1,1
mn-6-1-1-2,n49,6,1,1,2
mn-6-1-1-3,n50,6,1,1,3
mn-6-1-1-4,n51,6,1,1,4
mn-6-1-1-5,n52,6,1,1,5
mn-6-1-1-6,n53,6,1,1,6
mn-6-1-1-7,n54,6,1,1,7
mn-6-1-1-8,n55,6,1,1,8
mn-6-1-1-9,n56,6,1,1,9
mn-6-1-1-10,n57,6,1,1,10
mn-6-1-1-11,n58,6,1,1,11
mn-6-2-1-1,n59,6,2,1,1
mn-6-2-1-2,n60,6,2,1,2
mn-6-2-1-3,n61,6,2,1,3
mn-6-2-1-4,n62,6,2,1,4
mn-6-2-1-5,n63,6,2,1,5
mn-6-5-2-1,n64,6,5,2,1
mn-7-1-1-1,n65,7,1,1,1
