element_id,tag,carrier,host_or_staff
mn-1-3-1-1-1--inverted-mordent--1,inverted-mordent,derive,mn-1-3-1-1-1
mn-1-3-5-2-13--inverted-mordent--1,inverted-mordent,derive,mn-1-3-5-2-13
mn-1-4-1-1-1--inverted-mordent--1,inverted-mordent,derive,mn-1-4-1-1-1
mn-1-4-5-2-13--inverted-mordent--1,inverted-mordent,derive,mn-1-4-5-2-13
mn-1-9-1-1-1--inverted-mordent--1,inverted-mordent,derive,mn-1-9-1-1-1
mn-1-9-5-2-13--inverted-mordent--1,inverted-mordent,derive,mn-1-9-5-2-13
mn-1-10-1-1-1--inverted-mordent--1,inverted-mordent,derive,mn-1-10-1-1-1
mn-1-10-5-2-13--inverted-mordent--1,inverted-mordent,derive,mn-1-10-5-2-13
mn-1-12-1-1-13--tied--start--1,tied,stamp,mn-1-12-1-1-13
mn-1-12-1-1-13--inverted-mordent--1,inverted-mordent,derive,mn-1-12-1-1-13
mn-1-13-1-1-1--tied--stop--1,tied,stamp,mn-1-13-1-1-1
mn-1-13-1-1-2--tied--start--1,tied,stamp,mn-1-13-1-1-2
mn-1-13-4-1-2--inverted-mordent--1,inverted-mordent,derive,mn-1-13-4-1-2
mn-1-14-1-1-1--tied--stop--1,tied,stamp,mn-1-14-1-1-1
mn-1-14-5-2-1--tied--start--1,tied,stamp,mn-1-14-5-2-1
mn-1-14-5-2-1--inverted-mordent--1,inverted-mordent,derive,mn-1-14-5-2-1
mn-1-15-5-2-1--tied--stop--1,tied,stamp,mn-1-15-5-2-1
mn-1-17-1-1-1--tied--start--1,tied,stamp,mn-1-17-1-1-1
mn-1-17-1-1-1--inverted-mordent--1,inverted-mordent,derive,mn-1-17-1-1-1
mn-1-17-1-1-2--tied--stop--1,tied,stamp,mn-1-17-1-1-2
mn-1-17-2-1-8--tied--start--1,tied,stamp,mn-1-17-2-1-8
mn-1-17-2-1-9--tied--stop--1,tied,stamp,mn-1-17-2-1-9
mn-1-18-5-2-4--trill-mark--1,trill-mark,derive,mn-1-18-5-2-4
