note_id,original_id,part,bar,voice,staff,ordinal
mn-1-1-1-1-1,mn-1-1-1-1-1,1,1,1,1,1
mn-1-1-5-2-1,mn-1-1-5-2-1,1,1,5,2,1
mn-1-1-7-2-1,mn-1-1-7-2-1,1,1,7,2,1
mn-1-1-7-2-2,mn-1-1-7-2-2,1,1,7,2,2
mn-1-1-7-2-3,mn-1-1-7-2-3,1,1,7,2,3
mn-1-1-7-2-4,mn-1-1-7-2-4,1,1,7,2,4
mn-1-1-7-2-5,mn-1-1-7-2-5,1,1,7,2,5
mn-1-1-7-2-6,mn-1-1-7-2-6,1,1,7,2,6
mn-1-1-7-2-7,mn-1-1-7-2-7,1,1,7,2,7
mn-1-2-1-1-1,mn-1-2-1-1-1,1,2,1,1,1
mn-1-2-5-2-1,mn-1-2-5-2-1,1,2,5,2,1
mn-1-2-7-2-1,mn-1-2-7-2-1,1,2,7,2,1
mn-1-2-7-2-2,mn-1-2-7-2-2,1,2,7,2,2
mn-1-2-7-2-3,mn-1-2-7-2-3,1,2,7,2,3
mn-1-2-7-2-4,mn-1-2-7-2-4,1,2,7,2,4
mn-1-2-7-2-5,mn-1-2-7-2-5,1,2,7,2,5
mn-1-2-7-2-6,mn-1-2-7-2-6,1,2,7,2,6
mn-1-2-7-2-7,mn-1-2-7-2-7,1,2,7,2,7
mn-1-2-7-2-8,mn-1-2-7-2-8,1,2,7,2,8
mn-1-3-1-1-1,mn-1-3-1-1-1,1,3,1,1,1
mn-1-3-3-1-1,mn-1-3-3-1-1,1,3,3,1,1
mn-1-3-3-1-2,mn-1-3-3-1-2,1,3,3,1,2
mn-1-3-3-1-3,mn-1-3-3-1-3,1,3,3,1,3
mn-1-3-3-1-4,mn-1-3-3-1-4,1,3,3,1,4
mn-1-3-3-1-5,mn-1-3-3-1-5,1,3,3,1,5
mn-1-3-3-1-6,mn-1-3-3-1-6,1,3,3,1,6
mn-1-3-3-1-7,mn-1-3-3-1-7,1,3,3,1,7
mn-1-3-5-2-1,mn-1-3-5-2-1,1,3,5,2,1
mn-1-3-7-2-1,mn-1-3-7-2-1,1,3,7,2,1
mn-1-3-7-2-2,mn-1-3-7-2-2,1,3,7,2,2
mn-1-3-7-2-3,mn-1-3-7-2-3,1,3,7,2,3
mn-1-3-7-2-4,mn-1-3-7-2-4,1,3,7,2,4
mn-1-3-7-2-5,mn-1-3-7-2-5,1,3,7,2,5
mn-1-3-7-2-6,mn-1-3-7-2-6,1,3,7,2,6
mn-1-3-7-2-7,mn-1-3-7-2-7,1,3,7,2,7
mn-1-3-7-2-8,mn-1-3-7-2-8,1,3,7,2,8
mn-1-3-7-2-9,mn-1-3-7-2-9,1,3,7,2,9
mn-1-4-1-1-1,mn-1-4-1-1-1,1,4,1,1,1
mn-1-4-3-1-1,mn-1-4-3-1-1,1,4,3,1,1
mn-1-4-3-1-2,mn-1-4-3-1-2,1,4,3,1,2
mn-1-4-3-1-3,mn-1-4-3-1-3,1,4,3,1,3
mn-1-4-3-1-4,mn-1-4-3-1-4,1,4,3,1,4
mn-1-4-3-1-5,mn-1-4-3-1-5,1,4,3,1,5
mn-1-4-3-1-6,mn-1-4-3-1-6,1,4,3,1,6
mn-1-4-3-1-7,mn-1-4-3-1-7,1,4,3,1,7
mn-1-4-3-1-8,mn-1-4-3-1-8,1,4,3,1,8
mn-1-4-5-2-1,mn-1-4-5-2-1,1,4,5,2,1
mn-1-4-7-2-1,mn-1-4-7-2-1,1,4,7,2,1
mn-1-4-7-2-2,mn-1-4-7-2-2,1,4,7,2,2
mn-1-4-7-2-3,mn-1-4-7-2-3,1,4,7,2,3
mn-1-4-7-2-4,mn-1-4-7-2-4,1,4,7,2,4
mn-1-4-7-2-5,mn-1-4-7-2-5,1,4,7,2,5
mn-1-4-7-2-6,mn-1-4-7-2-6,1,4,7,2,6
mn-1-4-7-2-7,mn-1-4-7-2-7,1,4,7,2,7
mn-1-4-7-2-8,mn-1-4-7-2-8,1,4,7,2,8
mn-1-4-7-2-9,mn-1-4-7-2-9,1,4,7,2,9
mn-1-5-1-1-1,mn-1-5-1-1-1,1,5,1,1,1
mn-1-5-1-1-2,mn-1-5-1-1-2,1,5,1,1,2
mn-1-5-1-1-3,mn-1-5-1-1-3,1,5,1,1,3
mn-1-5-1-1-4,mn-1-5-1-1-4,1,5,1,1,4
mn-1-5-1-1-5,mn-1-5-1-1-5,1,5,1,1,5
mn-1-5-1-1-6,mn-1-5-1-1-6,1,5,1,1,6
mn-1-5-1-1-7,mn-1-5-1-1-7,1,5,1,1,7
mn-1-5-2-1-1,mn-1-5-2-1-1,1,5,2,1,1
mn-1-5-2-1-2,mn-1-5-2-1-2,1,5,2,1,2
mn-1-5-2-1-3,mn-1-5-2-1-3,1,5,2,1,3
mn-1-5-2-1-4,mn-1-5-2-1-4,1,5,2,1,4
mn-1-5-2-1-5,mn-1-5-2-1-5,1,5,2,1,5
mn-1-5-2-1-6,mn-1-5-2-1-6,1,5,2,1,6
mn-1-5-2-1-7,mn-1-5-2-1-7,1,5,2,1,7
mn-1-5-2-1-8,mn-1-5-2-1-8,1,5,2,1,8
mn-1-5-5-2-1,mn-1-5-5-2-1,1,5,5,2,1
mn-1-5-7-2-1,mn-1-5-7-2-1,1,5,7,2,1
mn-1-5-7-2-2,mn-1-5-7-2-2,1,5,7,2,2
mn-1-5-7-2-3,mn-1-5-7-2-3,1,5,7,2,3
mn-1-5-7-2-4,mn-1-5-7-2-4,1,5,7,2,4
mn-1-5-7-2-5,mn-1-5-7-2-5,1,5,7,2,5
mn-1-5-7-2-6,mn-1-5-7-2-6,1,5,7,2,6
mn-1-6-1-1-1,mn-1-6-1-1-1,1,6,1,1,1
mn-1-6-1-1-2,mn-1-6-1-1-2,1,6,1,1,2
mn-1-6-1-1-3,mn-1-6-1-1-3,1,6,1,1,3
mn-1-6-1-1-4,mn-1-6-1-1-4,1,6,1,1,4
mn-1-6-1-1-5,mn-1-6-1-1-5,1,6,1,1,5
mn-1-6-1-1-6,mn-1-6-1-1-6,1,6,1,1,6
mn-1-6-1-1-7,mn-1-6-1-1-7,1,6,1,1,7
mn-1-6-1-1-8,mn-1-6-1-1-8,1,6,1,1,8
mn-1-6-2-1-1,mn-1-6-2-1-1,1,6,2,1,1
mn-1-6-2-1-2,mn-1-6-2-1-2,1,6,2,1,2
mn-1-6-2-1-3,mn-1-6-2-1-3,1,6,2,1,3
mn-1-6-2-1-4,mn-1-6-2-1-4,1,6,2,1,4
mn-1-6-2-1-5,mn-1-6-2-1-5,1,6,2,1,5
mn-1-6-2-1-6,mn-1-6-2-1-6,1,6,2,1,6
mn-1-6-2-1-7,mn-1-6-2-1-7,1,6,2,1,7
mn-1-6-2-1-8,mn-1-6-2-1-8,1,6,2,1,8
mn-1-6-2-1-9,mn-1-6-2-1-9,1,6,2,1,9
