note_id,original_id,bar,voice,staff,ordinal
mn-1-1-1-1,r1,1,1,1,1
mn-1-2-1-1,n1,1,2,1,1
mn-1-2-1-2,n2,1,2,1,2
mn-1-2-1-3,n3,1,2,1,3
mn-1-2-1-4,n4,1,2,1,4
mn-1-2-1-5,n5,1,2,1,5
mn-1-2-1-6,n6,1,2,1,6
mn-1-2-1-7,n7,1,2,1,7
mn-1-2-1-8,n8,1,2,1,8
mn-1-5-2-1,n9,1,5,2,1
mn-2-1-1-1,r2,2,1,1,1
mn-2-1-1-2,r3,2,1,1,2
mn-2-1-1-3,n10,2,1,1,3
mn-2-1-1-4,n11,2,1,1,4
mn-2-1-1-5,r4,2,1,1,5
mn-2-1-1-6,n12,2,1,1,6
mn-2-1-1-7,n13,2,1,1,7
mn-2-1-1-8,n14,2,1,1,8
mn-2-2-1-1,n15,2,2,1,1
mn-2-2-1-2,n16,2,2,1,2
mn-2-2-1-3,n17,2,2,1,3
mn-2-2-1-4,n18,2,2,1,4
mn-2-2-1-5,n19,2,2,1,5
mn-2-2-1-6,n20,2,2,1,6
mn-2-2-1-7,n21,2,2,1,7
mn-2-2-1-8,n22,2,2,1,8
mn-2-2-1-9,n23,2,2,1,9
mn-2-2-1-10,n24,2,2,1,10
mn-2-2-1-11,n25,2,2,1,11
mn-2-2-1-12,n26,2,2,1,12
mn-2-2-1-13,n27,2,2,1,13
mn-2-2-1-14,n28,2,2,1,14
mn-2-2-1-15,n29,2,2,1,15
mn-2-2-1-16,n30,2,2,1,16
mn-2-5-2-1,n31,2,5,2,1
mn-3-1-1-1,n32,3,1,1,1
mn-3-1-1-2,n33,3,1,1,2
mn-3-1-1-3,n34,3,1,1,3
mn-3-1-1-4,n35,3,1,1,4
mn-3-1-1-5,n36,3,1,1,5
mn-3-1-1-6,n37,3,1,1,6
mn-3-1-1-7,n38,3,1,1,7
mn-3-1-1-8,n39,3,1,1,8
mn-3-1-1-9,n40,3,1,1,9
mn-3-1-1-10,n41,3,1,1,10
mn-3-1-1-11,n42,3,1,1,11
mn-3-1-1-12,n43,3,1,1,12
mn-3-1-1-13,n44,3,1,1,13
mn-3-1-1-14,n45,3,1,1,14
mn-3-1-1-15,n46,3,1,1,15
mn-3-1-1-16,n47,3,1,1,16
mn-3-2-1-1,n48,3,2,1,1
mn-3-2-1-2,n49,3,2,1,2
mn-3-2-1-3,n50,3,2,1,3
mn-3-2-1-4,n51,3,2,1,4
mn-3-2-1-5,n52,3,2,1,5
mn-3-2-1-6,n53,3,2,1,6
