element_id,tag,carrier,host_or_staff
mn-1-10-1-1-1--tied--start--1,tied,stamp,mn-1-10-1-1-1
mn-1-10-1-1-2--tied--stop--1,tied,stamp,mn-1-10-1-1-2
mn-1-17-1-1-9--trill-mark--1,trill-mark,derive,mn-1-17-1-1-9
mn-1-17-3-1-4--tied--start--1,tied,stamp,mn-1-17-3-1-4
mn-1-17-3-1-5--tied--stop--1,tied,stamp,mn-1-17-3-1-5
mn-1-26-5-2-1--tied--start--1,tied,stamp,mn-1-26-5-2-1
mn-1-26-5-2-2--tied--stop--1,tied,stamp,mn-1-26-5-2-2
mn-1-27-5-2-1--tied--start--1,tied,stamp,mn-1-27-5-2-1
mn-1-27-5-2-2--tied--stop--1,tied,stamp,mn-1-27-5-2-2
mn-1-33-1-1-5--tied--start--1,tied,stamp,mn-1-33-1-1-5
mn-1-34-1-1-1--tied--stop--1,tied,stamp,mn-1-34-1-1-1
mn-1-34-1-1-5--inverted-mordent--1,inverted-mordent,derive,mn-1-34-1-1-5
mn-1-34-3-1-8--tied--start--1,tied,stamp,mn-1-34-3-1-8
mn-1-34-3-1-9--tied--stop--1,tied,stamp,mn-1-34-3-1-9
mn-1-36-1-1-1--inverted-mordent--1,inverted-mordent,derive,mn-1-36-1-1-1
mn-1-36-1-1-2--tied--start--1,tied,stamp,mn-1-36-1-1-2
mn-1-36-1-1-3--tied--stop--1,tied,stamp,mn-1-36-1-1-3
mn-1-38-1-1-1--inverted-mordent--1,inverted-mordent,derive,mn-1-38-1-1-1
mn-1-38-1-1-2--tied--start--1,tied,stamp,mn-1-38-1-1-2
mn-1-38-1-1-3--tied--stop--1,tied,stamp,mn-1-38-1-1-3
mn-1-41-1-1-2--inverted-mordent--1,inverted-mordent,derive,mn-1-41-1-1-2
mn-1-42-1-1-2--inverted-mordent--1,inverted-mordent,derive,mn-1-42-1-1-2
mn-1-44-1-1-1--fermata--upright--1,fermata,stamp,mn-1-44-1-1-1
mn-1-44-5-2-1--fermata--inverted--1,fermata,stamp,mn-1-44-5-2-1
