note_id,original_id,bar,voice,staff,ordinal
mn-1-1-1-1,n1,1,1,1,1
mn-1-1-1-2,n2,1,1,1,2
mn-1-1-1-3,n3,1,1,1,3
mn-1-1-1-4,n4,1,1,1,4
mn-1-1-1-5,n5,1,1,1,5
mn-1-1-1-6,n6,1,1,1,6
mn-1-5-2-1,r1,1,5,2,1
mn-2-1-1-1,n7,2,1,1,1
mn-2-1-1-2,n8,2,1,1,2
mn-2-1-1-3,n9,2,1,1,3
mn-2-1-1-4,n10,2,1,1,4
mn-2-1-1-5,n11,2,1,1,5
mn-2-1-1-6,n12,2,1,1,6
mn-2-1-1-7,n13,2,1,1,7
mn-2-1-1-8,n14,2,1,1,8
mn-2-1-1-9,n15,2,1,1,9
mn-2-5-2-1,r2,2,5,2,1
mn-3-1-1-1,n16,3,1,1,1
mn-3-1-1-2,n17,3,1,1,2
mn-3-1-1-3,n18,3,1,1,3
mn-3-1-1-4,n19,3,1,1,4
mn-3-1-1-5,n20,3,1,1,5
mn-3-1-1-6,n21,3,1,1,6
mn-3-1-1-7,n22,3,1,1,7
mn-3-1-1-8,n23,3,1,1,8
mn-3-1-1-9,n24,3,1,1,9
mn-3-1-1-10,n25,3,1,1,10
mn-3-1-1-11,n26,3,1,1,11
mn-3-5-2-1,r3,3,5,2,1
mn-4-1-1-1,n27,4,1,1,1
mn-4-1-1-2,n28,4,1,1,2
mn-4-1-1-3,n29,4,1,1,3
mn-4-1-1-4,n30,4,1,1,4
mn-4-1-1-5,n31,4,1,1,5
mn-4-1-1-6,n32,4,1,1,6
mn-4-1-1-7,n33,4,1,1,7
mn-4-1-1-8,n34,4,1,1,8
mn-4-1-1-9,n35,4,1,1,9
mn-4-1-1-10,n36,4,1,1,10
mn-4-1-1-11,n37,4,1,1,11
mn-4-1-1-12,n38,4,1,1,12
mn-4-5-2-1,r4,4,5,2,1
mn-5-1-1-1,n39,5,1,1,1
mn-5-1-1-2,n40,5,1,1,2
mn-5-1-1-3,n41,5,1,1,3
mn-5-1-1-4,n42,5,1,1,4
mn-5-1-1-5,n43,5,1,1,5
mn-5-1-1-6,n44,5,1,1,6
mn-5-1-1-7,n45,5,1,1,7
mn-5-1-1-8,n46,5,1,1,8
mn-5-2-1-1,r5,5,2,1,1
mn-5-2-1-2,n47,5,2,1,2
mn-5-2-1-3,n48,5,2,1,3
mn-5-2-1-4,n49,5,2,1,4
mn-5-2-1-5,n50,5,2,1,5
mn-5-2-2-1,n51,5,2,2,1
mn-5-5-2-1,r6,5,5,2,1
mn-6-1-1-1,n52,6,1,1,1
mn-6-1-1-2,n53,6,1,1,2
mn-6-1-1-3,n54,6,1,1,3
mn-6-1-1-4,n55,6,1,1,4
mn-6-1-1-5,n56,6,1,1,5
mn-6-1-1-6,n57,6,1,1,6
mn-6-2-2-1,n58,6,2,2,1
mn-6-2-1-1,n59,6,2,1,1
mn-6-2-1-2,n60,6,2,1,2
mn-6-2-1-3,n61,6,2,1,3
mn-6-2-1-4,n62,6,2,1,4
mn-6-2-1-5,n63,6,2,1,5
