element_id,tag,carrier,host_or_staff
mn-1-2-2-1-2--tied--start--1,tied,stamp,mn-1-2-2-1-2
mn-1-2-2-1-3--tied--stop--1,tied,stamp,mn-1-2-2-1-3
mn-1-3-1-1-7--tied--start--1,tied,stamp,mn-1-3-1-1-7
mn-1-3-1-1-8--tied--stop--1,tied,stamp,mn-1-3-1-1-8
mn-1-3-2-1-3--tied--start--1,tied,stamp,mn-1-3-2-1-3
mn-1-3-2-1-4--tied--stop--1,tied,stamp,mn-1-3-2-1-4
mn-1-4-2-1-8--tied--start--1,tied,stamp,mn-1-4-2-1-8
mn-1-5-2-1-1--tied--stop--1,tied,stamp,mn-1-5-2-1-1
mn-1-5-2-1-4--tied--start--1,tied,stamp,mn-1-5-2-1-4
mn-1-5-2-1-5--tied--stop--1,tied,stamp,mn-1-5-2-1-5
mn-1-5-5-2-2--tied--start--1,tied,stamp,mn-1-5-5-2-2
mn-1-5-5-2-3--tied--stop--1,tied,stamp,mn-1-5-5-2-3
mn-1-5-5-2-8--tied--start--1,tied,stamp,mn-1-5-5-2-8
mn-1-5-5-2-9--tied--stop--1,tied,stamp,mn-1-5-5-2-9
mn-1-6-2-1-9--tied--start--1,tied,stamp,mn-1-6-2-1-9
mn-1-6-6-2-7--tied--start--1,tied,stamp,mn-1-6-6-2-7
mn-1-6-6-2-8--tied--stop--1,tied,stamp,mn-1-6-6-2-8
mn-1-7-2-1-1--tied--stop--1,tied,stamp,mn-1-7-2-1-1
mn-1-8-3-1-2--tied--start--1,tied,stamp,mn-1-8-3-1-2
mn-1-8-3-1-3--tied--stop--1,tied,stamp,mn-1-8-3-1-3
mn-1-8-3-1-8--tied--start--1,tied,stamp,mn-1-8-3-1-8
mn-1-8-3-1-9--tied--stop--1,tied,stamp,mn-1-8-3-1-9
mn-1-8-5-2-4--tied--start--1,tied,stamp,mn-1-8-5-2-4
mn-1-8-5-2-5--tied--stop--1,tied,stamp,mn-1-8-5-2-5
mn-1-8-5-2-10--tied--start--1,tied,stamp,mn-1-8-5-2-10
mn-1-9-1-1-4--tied--start--1,tied,stamp,mn-1-9-1-1-4
mn-1-9-5-2-1--tied--stop--1,tied,stamp,mn-1-9-5-2-1
mn-1-10-1-1-1--tied--stop--1,tied,stamp,mn-1-10-1-1-1
mn-1-10-2-1-2--tied--start--1,tied,stamp,mn-1-10-2-1-2
mn-1-10-2-1-3--tied--stop--1,tied,stamp,mn-1-10-2-1-3
mn-1-11-2-1-9--tied--start--1,tied,stamp,mn-1-11-2-1-9
mn-1-11-6-2-7--tied--start--1,tied,stamp,mn-1-11-6-2-7
mn-1-11-6-2-8--tied--stop--1,tied,stamp,mn-1-11-6-2-8
mn-1-12-2-1-1--tied--stop--1,tied,stamp,mn-1-12-2-1-1
mn-1-12-2-1-8--tied--start--1,tied,stamp,mn-1-12-2-1-8
mn-1-12-2-1-9--tied--stop--1,tied,stamp,mn-1-12-2-1-9
