element_id,tag,carrier,host_or_staff
mn-1-7-7-2-1--inverted-mordent--1,inverted-mordent,derive,mn-1-7-7-2-1
mn-1-12-1-1-1--inverted-mordent--1,inverted-mordent,derive,mn-1-12-1-1-1
mn-1-12-2-1-1--tied--start--1,tied,stamp,mn-1-12-2-1-1
mn-1-13-2-1-1--tied--stop--1,tied,stamp,mn-1-13-2-1-1
mn-1-15-2-1-2--tied--start--1,tied,stamp,mn-1-15-2-1-2
mn-1-16-1-1-1--tied--start--1,tied,stamp,mn-1-16-1-1-1
mn-1-16-2-1-1--tied--stop--1,tied,stamp,mn-1-16-2-1-1
mn-1-16-5-2-1--inverted-mordent--1,inverted-mordent,derive,mn-1-16-5-2-1
mn-1-17-1-1-1--tied--stop--1,tied,stamp,mn-1-17-1-1-1
mn-1-20-5-2-1--trill-mark--1,trill-mark,derive,mn-1-20-5-2-1
mn-1-24-3-1-1--inverted-mordent--1,inverted-mordent,derive,mn-1-24-3-1-1
mn-1-28-1-1-2--inverted-mordent--1,inverted-mordent,derive,mn-1-28-1-1-2
mn-1-30-1-1-1--tied--start--1,tied,stamp,mn-1-30-1-1-1
mn-1-30-5-2-1--trill-mark--1,trill-mark,derive,mn-1-30-5-2-1
mn-1-31-1-1-1--tied--stop--1,tied,stamp,mn-1-31-1-1-1
mn-1-31-2-1-1--tied--start--1,tied,stamp,mn-1-31-2-1-1
mn-1-32-1-1-1--tied--start--1,tied,stamp,mn-1-32-1-1-1
mn-1-32-2-1-1--tied--stop--1,tied,stamp,mn-1-32-2-1-1
mn-1-33-1-1-1--tied--stop--1,tied,stamp,mn-1-33-1-1-1
mn-1-33-2-1-1--tied--start--1,tied,stamp,mn-1-33-2-1-1
mn-1-34-1-1-1--tied--start--1,tied,stamp,mn-1-34-1-1-1
mn-1-34-2-1-1--tied--stop--1,tied,stamp,mn-1-34-2-1-1
mn-1-35-1-1-1--tied--stop--1,tied,stamp,mn-1-35-1-1-1
mn-1-36-5-2-1--tied--start--1,tied,stamp,mn-1-36-5-2-1
mn-1-37-5-2-1--tied--stop--1,tied,stamp,mn-1-37-5-2-1
mn-1-37-5-2-1--tied--start--2,tied,stamp,mn-1-37-5-2-1
mn-1-38-5-2-1--tied--stop--1,tied,stamp,mn-1-38-5-2-1
mn-1-38-5-2-1--tied--start--2,tied,stamp,mn-1-38-5-2-1
mn-1-39-5-2-1--tied--stop--1,tied,stamp,mn-1-39-5-2-1
mn-1-39-5-2-1--tied--start--2,tied,stamp,mn-1-39-5-2-1
mn-1-40-5-2-1--tied--stop--1,tied,stamp,mn-1-40-5-2-1
mn-1-41-1-1-1--tied--start--1,tied,stamp,mn-1-41-1-1-1
mn-1-42-1-1-1--tied--stop--1,tied,stamp,mn-1-42-1-1-1
mn-1-43-2-1-1--tied--start--1,tied,stamp,mn-1-43-2-1-1
mn-1-44-1-1-1--tied--start--1,tied,stamp,mn-1-44-1-1-1
mn-1-44-2-1-1--tied--stop--1,tied,stamp,mn-1-44-2-1-1
mn-1-45-1-1-1--tied--stop--1,tied,stamp,mn-1-45-1-1-1
mn-1-45-1-1-3--inverted-mordent--1,inverted-mordent,derive,mn-1-45-1-1-3
mn-1-49-1-1-1--tied--start--1,tied,stamp,mn-1-49-1-1-1
mn-1-50-1-1-1--tied--stop--1,tied,stamp,mn-1-50-1-1-1
mn-1-55-1-1-3--inverted-mordent--1,inverted-mordent,derive,mn-1-55-1-1-3
mn-1-55-2-1-4--tied--start--1,tied,stamp,mn-1-55-2-1-4
mn-1-55-2-1-5--tied--stop--1,tied,stamp,mn-1-55-2-1-5
mn-1-56-1-1-2--tied--start--1,tied,stamp,mn-1-56-1-1-2
mn-1-57-1-1-1--tied--stop--1,tied,stamp,mn-1-57-1-1-1
mn-1-58-1-1-1--tied--start--1,tied,stamp,mn-1-58-1-1-1
mn-1-59-1-1-1--tied--stop--1,tied,stamp,mn-1-59-1-1-1
mn-1-59-5-2-1--tied--start--1,tied,stamp,mn-1-59-5-2-1
mn-1-60-5-2-1--tied--stop--1,tied,stamp,mn-1-60-5-2-1
mn-1-62-2-1-1--tied--start--1,tied,stamp,mn-1-62-2-1-1
mn-1-63-1-1-1--tied--start--1,tied,stamp,mn-1-63-1-1-1
mn-1-63-2-1-1--tied--stop--1,tied,stamp,mn-1-63-2-1-1
mn-1-64-1-1-1--tied--stop--1,tied,stamp,mn-1-64-1-1-1
mn-1-64-5-1-1--tied--start--1,tied,stamp,mn-1-64-5-1-1
mn-1-65-5-1-1--tied--stop--1,tied,stamp,mn-1-65-5-1-1
mn-1-65-5-2-2--tied--start--1,tied,stamp,mn-1-65-5-2-2
mn-1-66-5-2-1--tied--stop--1,tied,stamp,mn-1-66-5-2-1
mn-1-68-5-2-1--tied--start--1,tied,stamp,mn-1-68-5-2-1
mn-1-69-5-2-1--tied--stop--1,tied,stamp,mn-1-69-5-2-1
mn-1-69-5-2-2--tied--start--1,tied,stamp,mn-1-69-5-2-2
mn-1-70-1-1-5--tied--start--1,tied,stamp,mn-1-70-1-1-5
mn-1-70-5-2-1--tied--stop--1,tied,stamp,mn-1-70-5-2-1
mn-1-70-5-1-2--tied--start--1,tied,stamp,mn-1-70-5-1-2
mn-1-71-1-1-1--tied--stop--1,tied,stamp,mn-1-71-1-1-1
mn-1-71-5-1-1--tied--stop--1,tied,stamp,mn-1-71-5-1-1
mn-1-72-1-1-1--fermata--upright--1,fermata,stamp,mn-1-72-1-1-1
mn-1-72-5-2-1--fermata--inverted--1,fermata,stamp,mn-1-72-5-2-1
