element_id,tag,carrier,host_or_staff
mn-1-1-1-1-7--tied--start--1,tied,stamp,mn-1-1-1-1-7
mn-1-2-1-1-1--tied--stop--1,tied,stamp,mn-1-2-1-1-1
mn-1-2-1-1-9--tied--start--1,tied,stamp,mn-1-2-1-1-9
mn-1-3-1-1-1--tied--stop--1,tied,stamp,mn-1-3-1-1-1
mn-1-4-1-1-9--tied--start--1,tied,stamp,mn-1-4-1-1-9
mn-1-5-1-1-1--tied--stop--1,tied,stamp,mn-1-5-1-1-1
mn-1-5-1-1-12--tied--start--1,tied,stamp,mn-1-5-1-1-12
mn-1-6-1-1-1--tied--stop--1,tied,stamp,mn-1-6-1-1-1
mn-1-7-1-1-1--tied--start--1,tied,stamp,mn-1-7-1-1-1
mn-1-7-1-1-1--trill-mark--1,trill-mark,derive,mn-1-7-1-1-1
mn-1-7-1-1-2--tied--stop--1,tied,stamp,mn-1-7-1-1-2
mn-1-7-1-1-6--tied--start--1,tied,stamp,mn-1-7-1-1-6
mn-1-7-2-1-1--tuplet--start--1,tuplet,stamp,mn-1-7-2-1-1
mn-1-7-2-1-6--tied--start--1,tied,stamp,mn-1-7-2-1-6
mn-1-7-2-1-7--tied--stop--1,tied,stamp,mn-1-7-2-1-7
mn-1-7-2-1-7--tuplet--stop--1,tuplet,stamp,mn-1-7-2-1-7
mn-1-8-1-1-1--tied--stop--1,tied,stamp,mn-1-8-1-1-1
mn-1-8-1-1-10--tied--start--1,tied,stamp,mn-1-8-1-1-10
mn-1-9-1-1-1--tied--stop--1,tied,stamp,mn-1-9-1-1-1
mn-1-10-1-1-9--tied--start--1,tied,stamp,mn-1-10-1-1-9
mn-1-11-1-1-1--tied--stop--1,tied,stamp,mn-1-11-1-1-1
mn-1-12-1-1-1--tied--start--1,tied,stamp,mn-1-12-1-1-1
mn-1-12-1-1-1--trill-mark--1,trill-mark,derive,mn-1-12-1-1-1
mn-1-12-1-1-2--tied--stop--1,tied,stamp,mn-1-12-1-1-2
mn-1-12-2-1-1--tuplet--start--1,tuplet,stamp,mn-1-12-2-1-1
mn-1-12-2-1-6--tied--start--1,tied,stamp,mn-1-12-2-1-6
