element_id,tag,carrier,host_or_staff
mn-1-1-1-1-1--slur--start--1,slur,stamp,mn-1-1-1-1-1
mn-1-1-5-2-1--slur--start--1,slur,stamp,mn-1-1-5-2-1
md-1-1-1-1,dynamics,md,1
md-1-1-1-2,words,md,1
mn-1-4-1-1-1--slur--stop--1,slur,stamp,mn-1-4-1-1-1
mn-1-4-1-1-1--slur--start--2,slur,stamp,mn-1-4-1-1-1
mn-1-4-5-2-1--slur--stop--1,slur,stamp,mn-1-4-5-2-1
mn-1-4-5-2-1--slur--start--2,slur,stamp,mn-1-4-5-2-1
mn-1-5-1-1-1--slur--stop--1,slur,stamp,mn-1-5-1-1-1
mn-1-5-1-1-2--slur--start--1,slur,stamp,mn-1-5-1-1-2
mn-1-7-1-1-1--slur--stop--1,slur,stamp,mn-1-7-1-1-1
mn-1-7-1-1-2--slur--start--1,slur,stamp,mn-1-7-1-1-2
mn-1-7-1-1-2--staccato--1,staccato,derive,mn-1-7-1-1-2
mn-1-7-1-1-3--staccato--1,staccato,derive,mn-1-7-1-1-3
mn-1-7-1-1-4--staccato--1,staccato,derive,mn-1-7-1-1-4
mn-1-7-1-1-5--slur--stop--1,slur,stamp,mn-1-7-1-1-5
mn-1-7-1-1-5--staccato--1,staccato,derive,mn-1-7-1-1-5
mn-1-8-1-1-1--slur--start--1,slur,stamp,mn-1-8-1-1-1
mn-1-8-1-1-3--tuplet--start--1,tuplet,stamp,mn-1-8-1-1-3
mn-1-8-1-1-3--slur--stop--1,slur,stamp,mn-1-8-1-1-3
mn-1-8-1-1-3--staccato--1,staccato,derive,mn-1-8-1-1-3
mn-1-8-1-1-5--staccato--1,staccato,derive,mn-1-8-1-1-5
mn-1-8-1-1-6--tuplet--stop--1,tuplet,stamp,mn-1-8-1-1-6
mn-1-8-1-1-6--staccato--1,staccato,derive,mn-1-8-1-1-6
mn-1-8-1-1-7--tuplet--start--1,tuplet,stamp,mn-1-8-1-1-7
mn-1-8-1-1-7--staccato--1,staccato,derive,mn-1-8-1-1-7
mn-1-8-1-1-8--staccato--1,staccato,derive,mn-1-8-1-1-8
mn-1-8-1-1-9--tuplet--stop--1,tuplet,stamp,mn-1-8-1-1-9
mn-1-8-1-1-9--staccato--1,staccato,derive,mn-1-8-1-1-9
mn-1-8-5-2-1--slur--stop--1,slur,stamp,mn-1-8-5-2-1
mn-1-9-1-1-1--slur--start--1,slur,stamp,mn-1-9-1-1-1
mn-1-9-5-2-1--slur--start--1,slur,stamp,mn-1-9-5-2-1
mn-1-12-1-1-1--slur--stop--1,slur,stamp,mn-1-12-1-1-1
mn-1-12-1-1-1--slur--start--2,slur,stamp,mn-1-12-1-1-1
mn-1-12-5-2-1--slur--stop--1,slur,stamp,mn-1-12-5-2-1
mn-1-12-5-2-1--slur--start--2,slur,stamp,mn-1-12-5-2-1
